,Unnamed: 0,Paper,Conference,Citation Number,Authors,Number of Authors,Title,Publication Year,Publication Venue,Id,Title_sch,Venue_sch,Publication Venue_sch,Publication Year_sch,Authors_sch,Number Authors_sch,Citation Count_sch,Influential Citation Count_sch,Reference Count_sch,Open Access_sch,Field of Study_sch,Field of Study s2_sch,In Paper,In Intro,Not Found,Score title,Score author,Exists,identifier,Title Length,Title Length_sch,Publication Venue_processed,Venue_sch_processed,strategy,Unique,order,title_arxiv,original_id,jaccard_coeff,description,in_degree_pred,out_degree_pred,in_degree,out_degree,edges_with_introduction_references,Citation Count_log,Reference Count_log
691,691,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,NeurIPS,17,"Heckerman, D.",1.0,Probabilistic similarity networks,1991.0,Networks,c403081c41dce4a1dff1a31a468b4e55aadef3d8,Probabilistic similarity networks,Networks,Networks,1991.0,D. Heckerman,1.0,380.0,11.0,130.0,True,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends17,33.0,33.0,Networks,Networks,vanilla_1,1,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends17vanilla_1,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,cda12226872833f5cabb7d5c16fc6252e157299a,,isolated,,,,,,380.1,130.1
692,692,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,NeurIPS,18,"Zhang, Y. & Zhou, Z.",2.0,Cost-Sensitive Learning from Positive and Unlabeled Data,2005.0,Machine Learning and Data Mining in Pattern Recognition,,,,,,,,,,,,,,,,,91.0,29.0,0.0,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends18,56.0,,Machine Learning and Data Mining in Pattern Recognition,,vanilla_1,0,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends18vanilla_1,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,cda12226872833f5cabb7d5c16fc6252e157299a,,,,,,,,,
693,693,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,NeurIPS,19,"Yang, P., Ortega, J., Hinkle, J., Sun, Z., Sun, J., Taylor, P. A., ... & Cooper, L. A. D.",8.0,Bag of Tricks for Adversarial Training,2019.0,arXiv preprint arXiv:1811.09030,,,,,,,,,,,,,,,,,100.0,17.0,0.0,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends19,38.0,,arxiv,,vanilla_1,0,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends19vanilla_1,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,cda12226872833f5cabb7d5c16fc6252e157299a,,,,,,,,,
694,694,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,NeurIPS,20,"Liang, J., Jiang, L., Liu, D., and Liu, Q.",4.0,Out-of-distribution detection for improved generalization,2018.0,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,,,,,,,,,,,,,81.0,30.0,0.0,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends20,57.0,,AAAI,,vanilla_1,1,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends20vanilla_1,Beyond Myopia: Learning from Positive and Unlabeled Data through Holistic Predictive Trends,cda12226872833f5cabb7d5c16fc6252e157299a,,,,,,,,,
695,695,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,1,"Wu, F., Zhang, T., Souza Jr, A.H., Fifty, C., Yu, T., & Weinberger, K.Q.",6.0,Simplifying graph convolutional networks,2019.0,arXiv preprint arXiv:1902.07153,7e71eedb078181873a56f2adcfef9dddaeb95602,Simplifying Graph Convolutional Networks,International Conference on Machine Learning,International Conference on Machine Learning,2019.0,"Felix Wu, Tianyi Zhang, A. Souza, Christopher Fifty, Tao Yu, Kilian Q. Weinberger",6.0,2159.0,590.0,63.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,85.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias1,40.0,40.0,arxiv,ICML,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias1vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,0.058823529411764705,non-isolated,,,,,,2159.1,63.1
696,696,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,2,"Wang, X., Ji, H., Shi, C., Wang, P., Li, P., & Ye, J.",6.0,Heterogeneous Graph Attention Network,2019.0,The World Wide Web Conference,00b7efbf14a54cced4b9f19e663b70ffbd01324b,Heterogeneous Graph Attention Network,The Web Conference,The Web Conference,2019.0,"Xiao Wang, Houye Ji, C. Shi, Bai Wang, Peng Cui, Philip S. Yu, Yanfang Ye",7.0,1515.0,332.0,39.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,74.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias2,37.0,37.0,The World Wide Web Conference,The Web Conference,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias2vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,0.0625,non-isolated,,,,,,1515.1,39.1
697,697,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,3,"Zhang, H., Chen, Y., & Zhu, Y.",3.0,Adversarial Attacks on Graph Neural Networks via Meta Learning,2020.0,Proceedings of the International Conference on Learning Representations,,,,,,,,,,,,,,,,,100.0,34.0,0.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias3,62.0,,ICLR,,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias3vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,,,,,,,,
698,698,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,4,"Zheng, Y., Liu, Q., Chen, E., Ge, Y., & Zhao, J.L.",5.0,Time series classification using multi-channels deep convolutional neural networks,2014.0,International Conference on Web-Age Information Management,ca2034e41c089cdbb60180d9b5556ca41073ac01,Time Series Classification Using Multi-Channels Deep Convolutional Neural Networks,Interational Conference on Web-Age Information Management,Interational Conference on Web-Age Information Management,2014.0,"Yi Zheng, Qi Liu, Enhong Chen, Yong Ge, J. Zhao",5.0,498.0,27.0,27.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,86.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias4,82.0,82.0,International Conference on Web-Age Information Management,Interational Conference on Web-Age Information Management,vanilla_1,1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias4vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,isolated,,,,,,498.1,27.1
699,699,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,5,"Velickovic, P., Cucurull, G., Casanova, A., Romero, A., Lio, P., & Bengio, Y.",6.0,Graph Attention Networks,2018.0,International Conference on Learning Representations,33998aff64ce51df8dee45989cdca4b6b1329ec4,Graph Attention Networks,International Conference on Learning Representations,International Conference on Learning Representations,2017.0,"Petar Velickovic, Guillem Cucurull, Arantxa Casanova, Adriana Romero, P. Lio’, Yoshua Bengio",6.0,12185.0,2671.0,45.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,0.0,0.0,100.0,94.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias5,24.0,24.0,ICLR,ICLR,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias5vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,in paper,,,,,,12185.1,45.1
700,700,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,6,"Xu, K., Hu, W., Leskovec, J., & Jegelka, S.",4.0,How Powerful are Graph Neural Networks?,2019.0,International Conference on Learning Representations,62ed9bf1d83c8db1f9cbf92ea2f57ea90ef683d9,How Powerful are Graph Neural Networks?,International Conference on Learning Representations,International Conference on Learning Representations,2018.0,"Keyulu Xu, Weihua Hu, J. Leskovec, S. Jegelka",4.0,4907.0,1297.0,45.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,93.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias6,39.0,39.0,ICLR,ICLR,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias6vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,0.125,non-isolated,,,,,,4907.1,45.1
701,701,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,7,"Zhang, S., Yao, L., Sun, A., & Tay, Y.",4.0,Deep learning based recommender system: A survey and new perspectives,2019.0,ACM Computing Surveys (CSUR),,,,,,,,,,,,,,,,,91.0,32.0,0.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias7,69.0,,ACM Computing Surveys (CSUR),,vanilla_1,1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias7vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,,,,,,,,
702,702,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,8,"Chen, J., Chen, X., & Xing, X.",3.0,Adversarial Examples for Graph Data: Deep Insights into Attack and Defense,2017.0,AAAI Conference on Artificial Intelligence,,,,,,,,,,,,,,,,,100.0,47.0,0.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias8,74.0,,AAAI,,vanilla_1,1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias8vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,,,,,,,,
703,703,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,9,"Chen, J., Zhang, R., & Xing, X.",3.0,Securemad: Adversarial attacks and defenses for graph neural networks,2018.0,Proceedings of IJCAI 2018,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias9,69.0,,Proceedings of IJCAI 2018,,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias9vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,,,,,,,,
704,704,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,10,"Zhou, L., Zhang, Y., McMillin, B., & Zhu, L.",4.0,Adversarial robustness on graphs,2020.0,Proceedings of the 2020 SIAM International Conference on Data Mining (SDM),,,,,,,,,,,,,,,,,78.0,38.0,0.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias10,32.0,,Proceedings of the 2020 SIAM International Conference on Data Mining (SDM),,vanilla_1,1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias10vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,,,,,,,,
705,705,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,11,"Perozzi, B., Al-Rfou, R., & Skiena, S.",3.0,Deepwalk: Online learning of social representations,2014.0,Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining,fff114cbba4f3ba900f33da574283e3de7f26c83,DeepWalk: online learning of social representations,Knowledge Discovery and Data Mining,Knowledge Discovery and Data Mining,2014.0,"Bryan Perozzi, Rami Al-Rfou, S. Skiena",3.0,8035.0,1705.0,52.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,92.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias11,51.0,51.0,Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining,Knowledge Discovery and Data Mining,vanilla_1,1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias11vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,0.4375,non-isolated,,,,,,8035.1,52.1
706,706,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,12,"Defferrard, M., Bresson, X., & Vandergheynst, P.",3.0,Convolutional neural networks on graphs with fast localized spectral filtering,2016.0,Advances in Neural Information Processing Systems,c41eb895616e453dcba1a70c9b942c5063cc656c,Convolutional Neural Networks on Graphs with Fast Localized Spectral Filtering,Neural Information Processing Systems,Neural Information Processing Systems,2016.0,"M. Defferrard, X. Bresson, P. Vandergheynst",3.0,6202.0,764.0,47.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias12,78.0,78.0,NeurIPS,NeurIPS,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias12vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,0.23529411764705882,non-isolated,,,,,,6202.1,47.1
707,707,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,13,"Li, N., He, R., Chen, Q., Li, X., & Li, J.",5.0,Robustness of graph neural networks against adversarial attacks: From the perspective of graph smoothing regularization,2020.0,Proceedings of the 13th International Conference on Web Search and Data Mining,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias13,119.0,,Proceedings of the 13th International Conference on Web Search and Data Mining,,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias13vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,,,,,,,,
708,708,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,NeurIPS,14,"Dai, H., Li, H., Tian, T., Huang, X., Wang, L., Zhu, J., & Song, L.",7.0,Adversarial Attack on Graph Structured Data,2018.0,Proceedings of the International Conference on Machine Learning,7f77058976e2fe75e98280371962c43d98c98321,Adversarial Attack on Graph Structured Data,International Conference on Machine Learning,International Conference on Machine Learning,2018.0,"H. Dai, Hui Li, Tian Tian, Xin Huang, L. Wang, Jun Zhu, Le Song",7.0,584.0,95.0,24.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",1.0,0.0,0.0,100.0,92.0,1.0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias14,43.0,43.0,ICML,ICML,vanilla_1,0,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias14vanilla_1,Towards Reasonable Budget Allocation in Untargeted Graph Structure Attacks via Gradient Debias,512cc73b15ab4afd8f383152c041d566fc5d43a7,,in paper,,,,,,584.1,24.1
709,709,Private Set Generation with Discriminative Information,NeurIPS,1,"Salimans, T., Goodfellow, I., Zaremba, W., Cheung, V., Radford, A., Chen, X.",6.0,Improved techniques for training gans,2016.0,Advances in Neural Information Processing Systems,571b0750085ae3d939525e62af510ee2cee9d5ea,Improved Techniques for Training GANs,Neural Information Processing Systems,Neural Information Processing Systems,2016.0,"Tim Salimans, I. Goodfellow, Wojciech Zaremba, Vicki Cheung, Alec Radford, Xi Chen",6.0,7340.0,882.0,28.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,91.0,1.0,Private Set Generation with Discriminative Information1,37.0,37.0,NeurIPS,NeurIPS,vanilla_1,0,Private Set Generation with Discriminative Information1vanilla_1,Private Set Generation with Discriminative Information,f8aa81482d46c61a7da9256036f277e65681d164,0.1875,non-isolated,,,,,,7340.1,28.1
